customerid,gender,age,city,membershiptype,totalspend,itemspurchased,averagerating,discountapplied,dayssincelastpurchase,satisfactionlevel,invoiceno,stockcode,description,quantity,invoicedate,unitprice,country,purchasedate,productcategory,productprice,totalpurchaseamount,paymentmethod,customerage,returns,customername,churn,tenure,preferredlogindevice,citytier,warehousetohome,preferredpaymentmode,hourspendonapp,numberofdeviceregistered,preferedordercat,satisfactionscore,maritalstatus,numberofaddress,complain,orderamounthikefromlastyear,couponused,ordercount,daysincelastorder,cashbackamount,orderid,pricemrp,payment,timestamp,rating,productid,paymenttype,orderstatus,productweightg,productlengthcm,productheightcm,productwidthcm,customercity,customerstate,sellerid,sellercity,sellerstate,paymentinstallments,rowid,orderdate,shipdate,shipmode,segment,countryregion,stateprovince,postalcode,region,category,subcategory,productname,sales,discount,profit
306.0,Female,42.0,Chicago,Bronze,495.25,10.0,3.5,True,35.0,Unsatisfied,536389,22726,ALARM CLOCK BAKELIKE GREEN,4,12/1/2010 10:03,3.75,Australia,8/2/2022 7:44,Home,78.0,4036.0,PayPal,45.0,0.0,Andrea Ross,0.0,16.0,Computer,1.0,16.0,Debit Card,2.0,4.0,Laptop & Accessory,3.0,Married,2.0,0.0,11.0,0.0,1.0,0.0,152.57,e4a8c46a68d36806c7eece77ed233a3d,39.6,158.91,10/11/2017 16:16,1.0,8c955afdb3e69c856507b4a7c0085ee3,boleto,delivered,200.0,24.0,24.0,16.0,tupancireta,RS,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,1.0,206.0,3/17/2020,3/24/2020,Standard Class,Consumer,United States,Minnesota,55044,Central,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,0.0,17.2224
308.0,Male,26.0,Miami,Silver,670.6,12.0,3.9,True,46.0,Unsatisfied,536389,22192,BLUE DINER WALL CLOCK,2,12/1/2010 10:03,8.5,Australia,3/28/2022 19:40,Books,88.0,3438.0,PayPal,45.0,1.0,Andrea Ross,0.0,27.0,Computer,1.0,26.0,Debit Card,2.0,3.0,Laptop & Accessory,3.0,Single,4.0,0.0,12.0,1.0,1.0,3.0,148.69,a272afa0c4a0a64bfd221905405bd452,24.3,209.5,6/1/2018 23:02,1.0,efe89e1f6cc1e32f1971afcd4d56a4b7,credit_card,delivered,4000.0,24.0,24.0,16.0,sao paulo,SP,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,4.0,208.0,3/17/2020,3/21/2020,Standard Class,Corporate,United States,Mississippi,39212,South,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",11.43,0.0,5.3721
309.0,Female,38.0,Houston,Bronze,460.9,8.0,3.2,False,25.0,Neutral,536389,22191,IVORY DINER WALL CLOCK,2,12/1/2010 10:03,8.5,Australia,9/15/2021 13:05,Books,398.0,1999.0,Cash,45.0,1.0,Andrea Ross,0.0,16.0,Mobile Phone,1.0,13.0,Debit Card,2.0,3.0,Fashion,5.0,Divorced,9.0,0.0,16.0,1.0,1.0,0.0,199.85,a272afa0c4a0a64bfd221905405bd452,24.3,209.5,6/1/2018 23:02,1.0,efe89e1f6cc1e32f1971afcd4d56a4b7,credit_card,delivered,4000.0,24.0,24.0,16.0,sao paulo,SP,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,4.0,209.0,3/17/2020,3/24/2020,Standard Class,Consumer,United States,Minnesota,55044,Central,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,0.0,25.098
310.0,Female,32.0,New York,Gold,1170.3,14.0,4.5,True,21.0,Satisfied,536389,22195,LARGE HEART MEASURING SPOONS,24,12/1/2010 10:03,1.65,Australia,3/29/2022 1:01,Clothing,232.0,2444.0,Credit Card,45.0,1.0,Andrea Ross,0.0,18.0,Phone,1.0,14.0,UPI,3.0,3.0,Laptop & Accessory,2.0,Divorced,10.0,0.0,14.0,7.0,9.0,8.0,136.97,a272afa0c4a0a64bfd221905405bd452,24.3,209.5,6/1/2018 23:02,1.0,efe89e1f6cc1e32f1971afcd4d56a4b7,credit_card,delivered,4000.0,24.0,24.0,16.0,sao paulo,SP,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,4.0,210.0,3/17/2020,3/24/2020,Standard Class,Consumer,United States,Minnesota,55044,Central,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8??x 11??,47.18,7.0,0.0,23.59
311.0,Male,34.0,Los Angeles,Silver,810.2,11.0,4.0,False,14.0,Neutral,536389,22196,SMALL HEART MEASURING SPOONS,24,12/1/2010 10:03,0.85,12431.0,Australia,2695.0,2021-04-15 02:09:02,Home,306.0,5.0,650.0,Cash,45.0,0.0,Andrea Ross,45.0,Female,0.0,50211.0,0.0,13.0,Mobile Phone,3.0,6.0,Credit Card,Male,2.0,5.0,Laptop & Accessory,2.0,Divorced,3.0,1.0,22.0,1.0,1.0,2.0,174.57,a272afa0c4a0a64bfd221905405bd452,9707082565c37cdde7b05277988eb7e8,4.0,24.3,209.5,2018-06-01 23:02:00,1.0,health_beauty,efe89e1f6cc1e32f1971afcd4d56a4b7,credit_card,delivered,4000.0,24.0,24.0,16.0,sao paulo,SP,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,4.0,211.0,US-2020-148838,2020-03-17,2020-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,155.04,4.0,0.0,75.9696
312.0,Female,43.0,Chicago,Bronze,515.75,9.0,3.3,True,38.0,Unsatisfied,536390,22941,CHRISTMAS LIGHTS 10 REINDEER,2,12/1/2010 10:19,8.5,17511.0,United Kingdom,2695.0,2020-09-02 08:58:17,Books,336.0,5.0,3190.0,Credit Card,45.0,0.0,Andrea Ross,45.0,Female,0.0,50212.0,1.0,,Phone,1.0,14.0,UPI,Male,3.0,5.0,Mobile,5.0,Divorced,2.0,1.0,11.0,1.0,1.0,7.0,121.19,a272afa0c4a0a64bfd221905405bd452,9707082565c37cdde7b05277988eb7e8,5.0,24.3,209.5,2018-06-01 23:02:00,1.0,health_beauty,efe89e1f6cc1e32f1971afcd4d56a4b7,credit_card,delivered,4000.0,24.0,24.0,16.0,sao paulo,SP,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,4.0,212.0,US-2020-158442,2020-03-17,2020-03-17,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,5.184000000000001,1.0,0.2,1.8792
313.0,Male,30.0,San Francisco,Gold,1450.5,20.0,4.8,False,12.0,Satisfied,536390,22960,JAM MAKING SET WITH JARS,12,12/1/2010 10:19,3.75,17511.0,United Kingdom,2695.0,2023-08-17 14:08:58,Electronics,294.0,3.0,953.0,PayPal,45.0,1.0,Andrea Ross,45.0,Female,0.0,50213.0,0.0,2.0,Phone,1.0,15.0,UPI,Male,1.0,4.0,Mobile Phone,2.0,Single,1.0,0.0,17.0,2.0,2.0,2.0,139.83,efb61fe94b0b5ebe0926dcf8228e29a4,53c26135cf44344a6c00bf51771980c4,1.0,170.8,207.32,21-07-2017 20:13,1.0,health_beauty,a78b102a4520ca6cf50885443c44080b,credit_card,processing,883.0,18.0,18.0,16.0,sao francisco do humaita,MG,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,10.0,213.0,US-2020-158442,2020-03-17,2020-03-17,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552000000000003,3.0,0.2,5.4432
314.0,Male,27.0,Miami,Silver,690.4,13.0,4.1,True,52.0,Unsatisfied,536390,22961,JAM MAKING SET PRINTED,12,12/1/2010 10:19,1.45,17511.0,United Kingdom,15079.0,2021-07-04 19:01:46,Home,281.0,1.0,4685.0,Cash,24.0,0.0,Christine Stanton,24.0,Male,0.0,50214.0,0.0,3.0,Mobile Phone,3.0,11.0,E wallet,Female,1.0,4.0,Laptop & Accessory,3.0,Married,2.0,0.0,13.0,0.0,1.0,2.0,161.18,26a887fe1515ba3501b5154e443ca899,ecfb9ec7bad30c391472451deed6aa92,1.0,11.56,24.04,29-05-2017 19:02,4.0,health_beauty,d64a657e6b0860d638e61086e3a3d372,credit_card,delivered,300.0,16.0,22.0,11.0,caxias do sul,RS,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,1.0,214.0,US-2020-148838,2020-03-17,2020-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,34.86,7.0,0.0,16.3842
315.0,Female,37.0,Houston,Bronze,420.8,7.0,3.4,False,24.0,Neutral,536390,22962,JAM JAR WITH PINK LID,48,12/1/2010 10:19,0.72,17511.0,United Kingdom,15079.0,2020-11-18 15:48:27,Electronics,413.0,4.0,3445.0,Cash,24.0,1.0,Christine Stanton,24.0,Male,0.0,50215.0,0.0,0.0,Mobile Phone,3.0,14.0,E wallet,Female,2.0,3.0,Laptop & Accessory,4.0,Divorced,2.0,0.0,18.0,0.0,1.0,7.0,162.14,2e7ca2344bf0db90bba866fa90409cfd,7c6ad448c2b439bc21d9b7c43dcae72c,1.0,60.5,96.24,21-09-2017 13:21,3.0,health_beauty,31123805776da48ab8b0237cdc3e5636,credit_card,delivered,700.0,24.0,24.0,16.0,nova era,MG,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,5.0,215.0,US-2020-164763,2020-03-17,2020-03-21,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,16.0,4.0,0.0,7.68
316.0,Female,31.0,New York,Gold,1130.6,15.0,4.5,True,26.0,Satisfied,536390,22963,JAM JAR WITH GREEN LID,48,12/1/2010 10:19,0.72,17511.0,United Kingdom,15079.0,2023-09-13 13:37:13,Electronics,121.0,5.0,3209.0,PayPal,24.0,,Christine Stanton,24.0,Male,0.0,50216.0,0.0,10.0,Mobile Phone,1.0,11.0,Credit Card,Male,3.0,3.0,Laptop & Accessory,2.0,Married,8.0,0.0,16.0,0.0,1.0,4.0,163.47,7a0eb0a897a19d67575a24798ba26fc5,7e4afd20ae143f73bec2e0ce84be702f,1.0,72.9,84.02,2017-04-03 10:37:00,4.0,health_beauty,05d3d52aea100aa2f887fd940991f040,credit_card,delivered,500.0,16.0,2.0,11.0,ituiutaba,MG,2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,1.0,216.0,US-2020-164763,2020-03-17,2020-03-21,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2.0,0.0,6.3504000000000005
317.0,Male,35.0,Los Angeles,Silver,820.9,12.0,4.3,False,13.0,Neutral,536390,22968,ROSE COTTAGE KEEPSAKE BOX ,8,12/1/2010 10:19,8.5,17511.0,United Kingdom,15079.0,2022-12-03 02:35:07,Electronics,490.0,2.0,2103.0,Credit Card,24.0,,Christine Stanton,24.0,Male,0.0,50217.0,0.0,11.0,Mobile Phone,1.0,21.0,Debit Card,Male,3.0,4.0,Fashion,2.0,Married,1.0,1.0,14.0,1.0,2.0,,215.1,a684a880595e155b09caa69ea219257f,6a43e91f4891c9b7b055cd37d1d0ed00,1.0,49.8,68.03,2018-10-06 18:51:00,1.0,health_beauty,8ddf5554f2617f6324e26cb41a35f41a,credit_card,delivered,400.0,16.0,2.0,11.0,ribeirao preto,SP,2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,2.0,217.0,US-2020-127859,2020-03-17,2020-03-20,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,126.624,6.0,0.2,41.15279999999999
318.0,Female,41.0,Chicago,Bronze,480.25,9.0,3.6,True,39.0,Unsatisfied,536390,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,12/1/2010 10:19,0.64,17511.0,United Kingdom,15079.0,2020-07-08 07:54:43,Home,140.0,4.0,2618.0,Credit Card,24.0,1.0,Christine Stanton,24.0,Male,0.0,50218.0,0.0,4.0,Mobile Phone,1.0,13.0,Credit Card,Female,2.0,3.0,Fashion,2.0,Single,2.0,1.0,14.0,2.0,4.0,10.0,171.43,698b8ecdaf8c15fe44343352cff74210,76a4445aef980132c91ca6dcb2506bcc,1.0,58.9,81.81,19-04-2018 08:33,1.0,health_beauty,ab8b5aa9266aa1a8caceb8699dea0b1b,credit_card,delivered,300.0,16.0,2.0,11.0,recife,PE,2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,1.0,218.0,US-2020-111871,2020-03-18,2020-03-21,Second Class,EK-13795,Eileen Kiefer,Home Office,United States,San Francisco,California,94110,West,FUR-BO-10004218,Furniture,Bookcases,Bush Heritage Pine Collection 5-Shelf Bookcase", Albany Pine Finish,1198.33,10.0
319.0,Male,28.0,San Francisco,Gold,1490.1,21.0,4.9,False,9.0,Satisfied,536390,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,12/1/2010 10:19,2.55,United Kingdom,4/22/2020 15:36,Books,179.0,5051.0,Cash,24.0,1.0,Christine Stanton,0.0,2.0,Mobile Phone,3.0,16.0,E wallet,2.0,4.0,Laptop & Accessory,4.0,Married,2.0,1.0,14.0,0.0,1.0,7.0,182.68,0259b4edb1ee1ebd0263f59bd790a938,54.9,69.03,1/9/2017 3:12,4.0,c1000786be861c72021fee27d0add9fd,credit_card,delivered,200.0,16.0,2.0,11.0,sao bernardo do campo,SP,2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,4.0,219.0,3/18/2020,3/23/2020,Standard Class,Home Office,United States,Florida,32216,South,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,0.2,15.294
322.0,Female,30.0,New York,Gold,1180.8,16.0,4.7,True,19.0,Satisfied,536390,22197,SMALL POPCORN HOLDER,100,12/1/2010 10:19,0.72,United Kingdom,12/16/2020 4:22,Books,498.0,5132.0,Credit Card,39.0,1.0,Christopher Barber,1.0,14.0,Mobile Phone,1.0,12.0,Credit Card,3.0,4.0,Laptop & Accessory,4.0,Single,7.0,1.0,15.0,1.0,1.0,2.0,160.32,a44895d095d7e0702b6a162fa2dbeced,54.9,67.41,16-07-2017 09:40,4.0,84183944dc7cddca87a5d384452c1d3c,credit_card,delivered,150.0,16.0,2.0,11.0,itapecerica,MG,2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,5.0,222.0,3/18/2020,3/23/2020,Standard Class,Home Office,United States,Florida,32216,South,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,0.2,1.002
325.0,Male,30.0,San Francisco,Gold,1470.5,20.0,4.8,False,13.0,Satisfied,536390,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,12/1/2010 10:19,0.64,United Kingdom,10/6/2021 12:43,Books,72.0,4038.0,Credit Card,39.0,1.0,Christopher Barber,1.0,2.0,Computer,3.0,8.0,Debit Card,3.0,3.0,Laptop & Accessory,3.0,Divorced,2.0,0.0,14.0,1.0,1.0,2.0,146.49,564252847a480a1317340b48e2001bc0,39.0,73.15,14-02-2018 11:06,5.0,81ef08bfaf325b8e81020f11567027c0,credit_card,delivered,150.0,16.0,16.0,16.0,votuporanga,SP,430315b7bb4b6e4b3c978f9dfa9b0558,sao paulo,SP,1.0,225.0,3/18/2020,3/24/2020,Standard Class,Home Office,United States,California,91505,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1856.19,0.0,334.1142
329.0,Male,35.0,Los Angeles,Silver,820.9,12.0,4.3,False,13.0,Neutral,536390,22654,DELUXE SEWING KIT ,40,12/1/2010 10:19,4.95,United Kingdom,10/23/2021 10:46,Clothing,208.0,2119.0,Cash,64.0,0.0,Cynthia Taylor,0.0,10.0,Mobile Phone,1.0,12.0,Credit Card,2.0,2.0,Laptop & Accessory,5.0,Married,5.0,1.0,13.0,2.0,6.0,7.0,159.74,3474f0d4ad10782520a12008a9598dac,65.0,79.53,26-03-2018 06:52,4.0,8650c4bacaf0a2cd9ce38bd72004c276,boleto,delivered,400.0,18.0,18.0,18.0,belo horizonte,MG,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,1.0,229.0,3/19/2020,3/21/2020,First Class,Corporate,United States,Florida,33801,South,Furniture,Furnishings,Document Clip Frames,20.016,0.2,5.5044
330.0,Female,41.0,Chicago,Bronze,485.25,9.0,3.6,True,39.0,Unsatisfied,536390,21485,RETROSPOT HEART HOT WATER BOTTLE,24,12/1/2010 10:19,4.25,United Kingdom,9/6/2023 5:54,Books,131.0,412.0,Credit Card,64.0,1.0,Cynthia Taylor,0.0,3.0,Computer,3.0,31.0,COD,2.0,3.0,Laptop & Accessory,3.0,Divorced,8.0,1.0,12.0,1.0,2.0,2.0,147.36,eafbef87f34e01cecad90ee40d94050d,55.23,68.64,13-09-2017 14:00,4.0,8650c4bacaf0a2cd9ce38bd72004c276,credit_card,delivered,400.0,18.0,18.0,18.0,varginha,MG,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,1.0,230.0,3/19/2020,3/21/2020,First Class,Corporate,United States,Florida,33801,South,Furniture,Furnishings,Eldon Wave Desk Accessories,4.992,0.2,1.3728
331.0,Male,28.0,San Francisco,Gold,1500.1,21.0,4.9,False,10.0,Satisfied,536390,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,12/1/2010 10:19,3.39,United Kingdom,9/1/2023 3:48,Clothing,102.0,3927.0,PayPal,64.0,1.0,Cynthia Taylor,0.0,0.0,Mobile Phone,3.0,6.0,Debit Card,2.0,3.0,Laptop & Accessory,3.0,Divorced,2.0,0.0,17.0,2.0,7.0,7.0,152.96,cce3f49cd454ef2ad2924bc694eb1df8,79.9,93.48,6/12/2017 16:08,5.0,2c23d4e9b76629ed407ba453e405034f,credit_card,delivered,800.0,18.0,18.0,18.0,porteirinha,MG,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,2.0,231.0,3/19/2020,3/21/2020,First Class,Corporate,United States,Florida,33801,South,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",33.57,0.7,-25.737
332.0,Male,32.0,Miami,Silver,670.3,10.0,3.8,True,33.0,Unsatisfied,536390,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,12/1/2010 10:19,3.75,United Kingdom,10/6/2020 23:29,Books,166.0,4845.0,Cash,40.0,0.0,Stephen Hughes,0.0,15.0,Mobile Phone,1.0,8.0,UPI,3.0,4.0,Laptop & Accessory,2.0,Single,4.0,0.0,23.0,0.0,1.0,0.0,167.81,d7b9c4908a586d159712be1c7142903b,79.9,93.48,22-12-2017 04:29,4.0,2c23d4e9b76629ed407ba453e405034f,boleto,delivered,800.0,18.0,18.0,18.0,sao bernardo do campo,SP,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,1.0,232.0,3/19/2020,3/21/2020,First Class,Corporate,United States,Florida,33801,South,Office Supplies,Labels,Avery 501,11.808,0.2,3.9852
334.0,Female,30.0,New York,Gold,1190.8,16.0,4.5,True,20.0,Satisfied,536390,22969,HOMEMADE JAM SCENTED CANDLES,96,12/1/2010 10:19,1.25,United Kingdom,2/13/2022 15:52,Home,372.0,2514.0,Cash,40.0,0.0,Stephen Hughes,0.0,9.0,Computer,3.0,6.0,Credit Card,2.0,3.0,Laptop & Accessory,2.0,Single,5.0,0.0,15.0,1.0,1.0,0.0,166.53,d7e87a1388d89fa6d7841f32c6954c2e,79.9,186.96,24-11-2017 20:35,1.0,6e70e2f56d6f07cde6377a05d1679f79,credit_card,delivered,800.0,18.0,18.0,18.0,sao paulo,SP,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,4.0,234.0,3/19/2020,3/21/2020,First Class,Corporate,United States,Florida,33801,South,Technology,Accessories,"Logitech?Wireless Boombox Speaker - portable - wireless, wired",170.24,0.2,53.2
335.0,Male,33.0,Los Angeles,Silver,830.75,13.0,4.2,False,14.0,Satisfied,536390,85099B,JUMBO BAG RED RETROSPOT,100,12/1/2010 10:19,1.65,United Kingdom,1/6/2020 5:50,Clothing,314.0,3740.0,Cash,40.0,1.0,Stephen Hughes,0.0,9.0,Computer,3.0,9.0,Credit Card,2.0,4.0,Fashion,2.0,Divorced,5.0,0.0,11.0,0.0,1.0,12.0,196.99,d7e87a1388d89fa6d7841f32c6954c2e,79.9,186.96,24-11-2017 20:35,1.0,6e70e2f56d6f07cde6377a05d1679f79,credit_card,delivered,800.0,18.0,18.0,18.0,sao paulo,SP,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,4.0,235.0,3/19/2020,3/21/2020,First Class,Corporate,United States,Florida,33801,South,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976,0.2,28.3479
336.0,Female,42.0,Chicago,Bronze,520.4,9.0,3.5,True,37.0,Unsatisfied,C536391,22556,PLASTERS IN TIN CIRCUS PARADE ,-12,12/1/2010 10:24,1.65,United Kingdom,3/24/2022 18:11,Books,356.0,2008.0,Cash,40.0,0.0,Stephen Hughes,0.0,30.0,Mobile Phone,1.0,6.0,Credit Card,2.0,3.0,Laptop & Accessory,3.0,Divorced,3.0,0.0,11.0,1.0,1.0,2.0,167.55,b40a02b5c20286506b2fecd71ace2f5a,79.9,93.48,25-10-2017 21:04,5.0,6e70e2f56d6f07cde6377a05d1679f79,credit_card,delivered,800.0,18.0,18.0,18.0,mogi das cruzes,SP,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,1.0,236.0,3/21/2020,3/25/2020,Standard Class,Consumer,United States,Tennessee,37918,South,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,218.376,0.2,-10.9188
340.0,Female,32.0,New York,Gold,1160.3,14.0,4.4,True,22.0,Satisfied,C536391,21484,CHICK GREY HOT WATER BOTTLE,-12,12/1/2010 10:24,3.45,United Kingdom,8/26/2020 8:17,Clothing,147.0,4967.0,Credit Card,49.0,0.0,Lauren Torres,1.0,10.0,Phone,1.0,16.0,CC,3.0,3.0,Mobile,5.0,Divorced,7.0,0.0,20.0,1.0,1.0,3.0,134.52,4c9de71242c212430ae070b7d2f837e7,29.9,47.04,13-08-2018 15:55,5.0,27bd615168b15793cc060588b2aadd60,credit_card,delivered,919.0,17.0,19.0,15.0,goiania,GO,28a26ebce31d5918b181ede016fd693b,belo horizonte,MG,3.0,240.0,3/21/2020,3/25/2020,Standard Class,Consumer,United States,Ohio,45011,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,0.2,1.2038
341.0,Male,34.0,Los Angeles,Silver,800.2,11.0,4.1,False,17.0,Neutral,C536391,22557,PLASTERS IN TIN VINTAGE PAISLEY ,-12,12/1/2010 10:24,1.65,United Kingdom,3/12/2023 22:26,Home,384.0,2725.0,Cash,49.0,0.0,Lauren Torres,1.0,19.0,Computer,1.0,13.0,Credit Card,1.0,3.0,Laptop & Accessory,3.0,Divorced,3.0,0.0,14.0,0.0,1.0,0.0,152.58,82ffe097d8ddbf319a523b9bbe7725d5,84.6,30.0,23-04-2018 01:41,5.0,31cddbc370031fbb839a21441df28015,voucher,delivered,433.0,19.0,14.0,15.0,poa,SP,41e0fa5761c886a630994a55c12087e7,guaruja,SP,1.0,241.0,3/21/2020,3/25/2020,Standard Class,Corporate,United States,Virginia,22153,South,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,0.0,59.0112
342.0,Female,43.0,Chicago,Bronze,525.75,9.0,3.3,True,40.0,Unsatisfied,C536391,22553,PLASTERS IN TIN SKULLS,-24,12/1/2010 10:24,1.65,United Kingdom,9/28/2021 13:11,Home,427.0,3013.0,Cash,49.0,0.0,Lauren Torres,1.0,4.0,Computer,3.0,10.0,E wallet,2.0,3.0,Laptop & Accessory,4.0,Single,2.0,0.0,18.0,7.0,7.0,7.0,193.55,82ffe097d8ddbf319a523b9bbe7725d5,84.6,20.0,23-04-2018 01:41,5.0,31cddbc370031fbb839a21441df28015,voucher,delivered,433.0,19.0,14.0,15.0,poa,SP,41e0fa5761c886a630994a55c12087e7,guaruja,SP,1.0,242.0,3/21/2020,3/25/2020,Standard Class,Corporate,United States,Virginia,22153,South,Office Supplies,Labels,Avery 492,14.4,0.0,6.624
343.0,Male,30.0,San Francisco,Gold,1460.5,20.0,4.8,False,11.0,Satisfied,536392,22150,3 STRIPEY MICE FELTCRAFT,6,12/1/2010 10:29,1.95,United Kingdom,1/11/2020 7:00,Books,83.0,979.0,PayPal,49.0,1.0,Lauren Torres,1.0,23.0,Mobile Phone,1.0,16.0,Cash on Delivery,3.0,4.0,Fashion,2.0,Single,7.0,0.0,15.0,0.0,1.0,3.0,204.96,82ffe097d8ddbf319a523b9bbe7725d5,84.6,25.0,23-04-2018 01:41,5.0,31cddbc370031fbb839a21441df28015,voucher,delivered,433.0,19.0,14.0,15.0,poa,SP,41e0fa5761c886a630994a55c12087e7,guaruja,SP,1.0,243.0,3/21/2020,3/25/2020,Standard Class,Consumer,United States,Tennessee,37918,South,Office Supplies,Labels,Avery 505,59.2,0.2,22.2
348.0,Female,41.0,Chicago,Bronze,490.25,9.0,3.6,True,40.0,Unsatisfied,536392,22127,PARTY CONES CARNIVAL ASSORTED,12,12/1/2010 10:29,1.25,United Kingdom,5/28/2022 20:20,Electronics,407.0,1265.0,Cash,70.0,1.0,Amber Watson,1.0,8.0,Mobile Phone,1.0,15.0,Debit Card,3.0,4.0,Laptop & Accessory,4.0,Single,10.0,0.0,19.0,1.0,1.0,0.0,165.4,9d65f5b3f39a8bab190ca8c315452bf9,84.9,93.79,24-05-2018 23:50,5.0,c46c87888b081cf424913fd74b9b6e87,credit_card,delivered,450.0,27.0,11.0,19.0,cajamar,SP,41e0fa5761c886a630994a55c12087e7,guaruja,SP,8.0,248.0,3/22/2020,3/22/2020,Same Day,Consumer,United States,Indiana,46368,Central,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,0.0,6.512
349.0,Male,28.0,San Francisco,Gold,1480.1,21.0,4.9,False,10.0,Satisfied,536392,22128,PARTY CONES CANDY ASSORTED,12,12/1/2010 10:29,1.25,United Kingdom,7/30/2022 16:14,Home,319.0,4252.0,PayPal,70.0,1.0,Amber Watson,1.0,0.0,Phone,1.0,6.0,Credit Card,2.0,3.0,Mobile Phone,4.0,Married,2.0,0.0,11.0,0.0,1.0,4.0,138.16,6a828279d73f18174dd3b9c653d5213d,14.9,27.25,25-06-2017 17:54,1.0,b1f4ba08a7cc4ec6ba47a54fe99beea4,credit_card,invoiced,200.0,20.0,4.0,11.0,nova iguacu,RJ,0747d5bb69f0586cc869d8af4c50f93e,saquarema,RJ,2.0,249.0,3/22/2020,3/26/2020,Standard Class,Consumer,United States,North Carolina,27405,South,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,51.465,0.7,-39.4565
